company_financing_stage,company_industry,company_name,company_people,job_edu_require,job_exp_require,job_id,job_name,job_salary,job_tag,job_welfare,record_date
不需要融资,工具,百度,2000人以上,本科,3-5年,6901440,小度云平台部_内容推荐算法工程师,20k-40k,算法,五险一金补充医疗,2020-04-23
不需要融资,工具,百度,2000人以上,不限,5-10年,6629464,小度云平台部_资深对话推荐算法工程师,25k-50k,算法,五险一金补充医疗,2020-04-23
D轮及以上,"移动互联网,社交",BLUECITY蓝城兄弟,150-500人,本科,不限,6274374,算法工程师机器学习方向,25k-45k,算法,"行业独角兽,弹性工时,免费午餐",2020-04-23
B轮,"数据服务,其他",智言科技,50-150人,硕士,5-10年,7011852,高级自然语言处理算法工程师,25k-50k,算法,海归团队 丰厚期权 成长空间大,2020-04-23
A轮,"医疗丨健康,人工智能",北京望石智慧科技有限公司,15-50人,本科,3-5年,5118960,NLP算法工程师,25k-40k,算法,"牛人多,国际视野,股票期权",2020-04-23
A轮,"医疗丨健康,人工智能",北京望石智慧科技有限公司,15-50人,硕士,1-3年,5302425,深度学习算法工程师,20k-30k,算法,"牛人多,期权,国际视野,发展前景好",2020-04-23
D轮及以上,移动互联网,Testin云测,500-2000人,本科,1-3年,6631360,强化学习算法工程师,20k-40k,算法,团队稳定 上升空间,2020-04-23
未融资,人工智能、软件开发,太初弈宪,15-50人,本科,不限,6839706,AI算法工程师,20k-40k,算法,五险一金全额，领导nice，发展空间大,2020-04-23
不需要融资,"区块链,移动互联网",丰旬国际,50-150人,硕士,3-5年,6969754,算法工程师,36k-65k,算法,薪资福利待遇好，发展空间大,2020-04-23
不需要融资,"企业服务,金融",苏州精正,少于15人,本科,3-5年,6648229,算法工程师（运筹优化/推荐方向）,30k-60k,算法,薪资open可谈~,2020-04-23
A轮,"数据服务,人工智能",品览Pinlan,50-150人,硕士,不限,6115008,资深算法研究员,30k-50k,算法,"AI+,新零售+,大牛多多,成长带回报",2020-04-23
不需要融资,其他,哈工大机器人,150-500人,硕士,1-3年,6223793,机器人算法工程师（机器人应用组）,8k-15k,算法,五险一金、年底双薪、员工旅游、餐补,2020-04-23
上市公司,金融,维信金科,2000人以上,本科,5-10年,7053384,算法专家,30k-50k,算法,能力提升空间大,2020-04-23
A轮,"企业服务,数据服务",香侬科技,50-150人,本科,1-3年,6922373,NLP算法工程师,25k-40k,算法,创业公司，专注做事儿,2020-04-23
B轮,"医疗丨健康,数据服务",志诺维思,50-150人,硕士,1-3年,6237332,生信算法工程师,10k-20k,算法,"前景行业,绩效奖金,公司氛围好,健身房",2020-04-23
上市公司,"移动互联网,其他",TCL,2000人以上,本科,3-5年,7002181,推荐算法工程师,25k-50k,算法,福利待遇优、发展空间大、团队气氛佳,2020-04-23
B轮,"移动互联网,金融",无秘,150-500人,本科,不限,6824890,推荐算法工程师,35k-70k,算法,"高速发展,团队优秀,待遇丰厚",2020-04-23
A轮,教育,Easy Group,500-2000人,本科,1-3年,7051671,搜索算法工程师,20k-30k,算法,五险一金、友爱团队、双休、饭补,2020-04-23
不需要融资,"移动互联网,医疗丨健康",健培,150-500人,硕士,1-3年,6767237,高级算法工程师,20k-30k,算法,五险一金，晋升空间大，直面大牛，朝阳行业,2020-04-23
不需要融资,"移动互联网,医疗丨健康",健培,150-500人,硕士,1-3年,6737749,中级算法工程师,15k-25k,算法,直面大牛，晋升空间，朝阳行业,2020-04-23
C轮,"电商,消费生活",ezbuy,500-2000人,本科,5-10年,6369976,投放算法,30k-50k,算法,美股上市、带薪年假、团队nice,2020-04-23
未融资,"移动互联网,教育",趣途科技,50-150人,硕士,3-5年,5757016,深度学习算法工程师,20k-35k,算法,专业产品团队，专业项目管理，资深教育专家,2020-04-23
D轮及以上,硬件,欢网科技,150-500人,硕士,3-5年,6911593,算法工程师,15k-20k,算法,五险一金 定期体检 弹性时间 餐补,2020-04-23
D轮及以上,"移动互联网,消费生活",出门问问,500-2000人,硕士,不限,6732281,音频算法工程师-北京-00971,20k-35k,算法,AI独角兽、绩效奖金、五险一金、定期体检,2020-04-23
D轮及以上,"移动互联网,消费生活",出门问问,500-2000人,本科,不限,6991510,音频算法工程师-苏州-00982,15k-30k,算法,AI独角兽、领导好、五险一金、定期体检,2020-04-23
不需要融资,"移动互联网,消费生活",路行通,500-2000人,本科,3-5年,6420063,深度学习算法工程师（空间轨迹挖掘方向）,20k-40k,算法,"人性化管理,稳定平台,员工餐厅,核心团队",2020-04-23
A轮,"数据服务,人工智能",商涌科技,50-150人,本科,1-3年,4713550,初级算法工程师,10k-20k,算法,"学习成长快,团队氛围好,发展空间大",2020-04-23
A轮,"数据服务,人工智能",商涌科技,50-150人,本科,3-5年,5748971,高级算法-数据挖掘工程师,25k-50k,算法,"学习成长快,团队氛围好,发展空间大",2020-04-23
不需要融资,"人工智能,软件开发",东云睿连,15-50人,本科,5-10年,7059152,高级AI算法工程师,18k-25k,算法,五险一金 年终奖金 弹性工作,2020-04-23
不需要融资,"移动互联网,电商",盛趣时代,150-500人,本科,3-5年,7047668,大数据算法工程师,10k-18k,算法,平台优势 内部培训 福利齐全 扁平管理,2020-04-23
B轮,移动互联网,MDC,50-150人,本科,3-5年,5970137,NLP算法工程师,20k-30k,算法,五险一金 商业保险 发展空间大,2020-04-23
B轮,移动互联网,MDC,50-150人,本科,3-5年,6519096,nlp算法（智能客服类研发）,20k-30k,算法,五险一金 商业保险 发展空间大,2020-04-23
B轮,"移动互联网,数据服务",视+AR,50-150人,硕士,不限,5978992,3D视觉算法工程师,20k-40k,算法,行业前景好，技术大牛，餐补，地铁周边,2020-04-23
C轮,"移动互联网,社交",悦动,150-500人,博士,3-5年,6905034,AI算法专家,30k-45k,算法,C轮独角兽；亿级用户量；每日下午茶,2020-04-23
D轮及以上,"移动互联网,企业服务",拉勾猎头,500-2000人,硕士,1-3年,6946146,视觉算法工程师,20k-40k,算法,上市公司,2020-04-23
D轮及以上,移动互联网,智慧芽,150-500人,本科,5-10年,6552564,搜索引擎算法专家(J10628),25k-35k,算法,发展空间大；氛围好；晋升快,2020-04-23
天使轮,"数据服务,人工智能",策推信息,50-150人,本科,1-3年,6989706,运筹优化算法工程师,15k-25k,算法,"五险一金,带薪年假,餐补",2020-04-23
不需要融资,人工智能,北京智源人工智能研究院,15-50人,硕士,1-3年,6957201,知识图谱算法工程师,15k-30k,算法,八险一金 年终奖金,2020-04-23
不需要融资,"医疗丨健康,数据服务",高济医疗,150-500人,硕士,1-3年,6982698,NLP算法工程师,25k-40k,算法,"bat大牛,平台好,领导好",2020-04-23
未融资,移动互联网,威斯科技,50-150人,硕士,5-10年,7011548,算法工程师,30k-60k,算法,扁平化 大牛云集,2020-04-23
上市公司,"移动互联网,其他",TCL,2000人以上,本科,3-5年,4543472,推荐算法工程师,30k-60k,算法,"平台好,大牛多,福利赞",2020-04-23
不需要融资,人工智能,北京智源人工智能研究院,15-50人,本科,3-5年,6976993,图形算法工程师,20k-40k,算法,八险一金 年终奖金,2020-04-23
A轮,"移动互联网,区块链",巴比特,50-150人,本科,1-3年,5916020,机器学习算法工程师,30k-60k,算法,"行业领先,福利丰厚,扁平管理,技术牛",2020-04-23
上市公司,"移动互联网,金融",北京指南针,500-2000人,不限,不限,6473825,算法工程师,20k-35k,算法,五险一金 发展空间大 国内外旅游,2020-04-23
B轮,工具,茄子快传,150-500人,本科,3-5年,7034216,推荐算法,30k-60k,算法,薪资open可谈,2020-04-23
D轮及以上,社交,知乎,500-2000人,硕士,应届毕业生,6402923,算法工程师实习,5k-7k,算法,海盗文化 弹性工作 MAC办公,2020-04-23
B轮,工具,茄子快传,150-500人,本科,3-5年,6989684,推荐算法工程师,30k-50k,算法,大牛云集 16薪奖金多 下午茶 不打卡,2020-04-23
不需要融资,汽车丨出行,滴滴,2000人以上,本科,3-5年,6333939,核心出行高级算法,25k-50k,算法,平台好,2020-04-23
A轮,"数据服务,人工智能",商涌科技,50-150人,本科,不限,6173337,高级视觉算法工程师,15k-25k,算法,"学习成长快,团队氛围好,发展空间大",2020-04-23
不需要融资,数据服务,帆软软件,500-2000人,本科,应届毕业生,6558271,后台算法工程师,14k-16k,算法,大牛环绕，16薪,2020-04-23
D轮及以上,移动互联网,时趣social-touch,500-2000人,本科,应届毕业生,5970398,校招-算法工程师,12k-16k,算法,领导nice 发展空间大 福利好,2020-04-23
C轮,"移动互联网,社交",豆果美食,50-150人,本科,应届毕业生,3693520,spark算法实习生,4k-5k,算法,"spark,scala,数据,大咖云集",2020-04-23
不需要融资,"硬件,人工智能",KUS武汉研发中心,15-50人,本科,3-5年,5578724,嵌入式算法移植工程师,12k-24k,算法,五险一金 发展空间大 带薪年假,2020-04-23
上市公司,"移动互联网,硬件",NIO蔚来,2000人以上,硕士,应届毕业生,6321713,图像算法实习生,5k-6k,算法,成熟平台 福利好 上升期,2020-04-23
不需要融资,"金融,数据服务",尧信惠达,50-150人,本科,应届毕业生,6777679,算法实习生,3k-4k,算法,股东背景强大 发展前景好,2020-04-23
上市公司,"电商,硬件",舜宇智能,2000人以上,本科,3-5年,6929845,算法优化,15k-20k,算法,机器人视觉领域 光学行业龙头,2020-04-23
C轮,移动互联网,有车以后,150-500人,本科,1年以下,6891279,算法工程师（实习生）,3k-6k,算法,"周末双休,六险一金,年度体检,腾讯投资",2020-04-23
D轮及以上,文娱丨内容,一点资讯,500-2000人,本科,应届毕业生,6593226,后端系统开发工程师-算法策略,15k-30k,算法,"精英团队,发展空间大,工作氛围好",2020-04-23
上市公司,"移动互联网,企业服务",东芝(中国)有限公司,150-500人,不限,应届毕业生,6652391,语音识别算法实习生,4k-5k,算法,超长年假 研究氛围好 出国机会 培训机会,2020-04-23
A轮,"电商,房产家居",彡社空间,50-150人,硕士,1-3年,7043708,视觉算法工程师,18k-28k,算法,周末双休 五险一金 年底14薪,2020-04-23
B轮,医疗丨健康,GYENNO,50-150人,不限,3-5年,7048944,算法工程师(运动捕捉),20k-35k,算法,"期权计划,专业培训,出国交流,酷环境",2020-04-23
B轮,医疗丨健康,GYENNO,50-150人,硕士,3-5年,7048955,算法工程师（运动传感）,20k-35k,算法,"期权计划,专业培训,出国交流,酷环境",2020-04-23
上市公司,金融,平安金服,2000人以上,本科,3-5年,7014522,推荐算法工程师,30k-60k,算法,平台大，福利好，年终奖,2020-04-23
A轮,"移动互联网,人工智能",织点智能,50-150人,硕士,应届毕业生,5372962,AI算法工程师,12k-15k,算法,硕士团队，扁平管理，转正机会，福利完善,2020-04-23
A轮,"移动互联网,硬件",星际大陆,150-500人,本科,3-5年,6764401,GPU算法工程师,20k-40k,算法,海外项目，弹性上班，下午茶，区块链,2020-04-23
天使轮,"移动互联网,数据服务",武汉大势智慧科技有限公司,50-150人,硕士,应届毕业生,5906518,图像算法工程师,8k-12k,算法,五险一金 餐饮补贴 年终奖 员工旅游,2020-04-23
D轮及以上,数据服务,云智慧,150-500人,硕士,应届毕业生,7059063,算法工程师,10k-20k,算法,六险一金、期权激励、免费健身房、生日会,2020-04-23
C轮,医疗丨健康,惠每云科技,50-150人,本科,3-5年,7059062,算法工程师,20k-30k,算法,丰厚年终奖，每年调薪，免费健身，定期团建,2020-04-23
不需要融资,"移动互联网,金融",卡果儿,50-150人,本科,3-5年,7058837,高级算法工程师,25k-50k,算法,双休不加班 核心部门 股票期权,2020-04-23
C轮,"移动互联网,消费生活",环球磁卡,500-2000人,硕士,5-10年,7058595,算法总经理,35k-55k,算法,"五险一金,股票期权,弹性工作",2020-04-23
B轮,"电商,移动互联网",朴朴,2000人以上,本科,3-5年,6729785,算法工程师,18k-30k,算法,快速成长型企业，期权激励，百万用户APP,2020-04-23
B轮,"企业服务,硬件",高仙机器人,150-500人,本科,不限,4796425,Slam算法工程师,20k-40k,算法,"团队大牛,扁平化管理,业内技术领",2020-04-23
天使轮,人工智能,Gostudy,15-50人,硕士,不限,6092127,深度学习/机器学习算法工程师,20k-40k,算法,期权，餐饮补贴，五险一金，带薪年假,2020-04-23
天使轮,人工智能,Gostudy,15-50人,硕士,不限,6362709,深度学习算法工程师,20k-40k,算法,机器学习，深度学习，图像算法,2020-04-23
未融资,"教育,企业服务",弘衍科技,15-50人,硕士,3-5年,6678648,推荐算法工程师,22k-35k,算法,作五休二，项目前景好,2020-04-23
A轮,"电商,企业服务",众标智能科技,50-150人,本科,1-3年,5461221,算法工程师,25k-35k,算法,"前景好,大数据,福利待遇好,大牛多",2020-04-23
A轮,移动互联网,凌笛数码,50-150人,硕士,3-5年,6824200,图形学算法工程师（CAD方向）,20k-40k,算法,五险一金 周末双休 员工活动 福利齐全,2020-04-23
不需要融资,"区块链,人工智能",加佳信息,50-150人,硕士,不限,7047534,区块链算法工程师,15k-30k,算法,前景好，福利好，周末双休，扁平管理,2020-04-23
C轮,人工智能,商汤科技,2000人以上,硕士,1-3年,6849168,深度学习算法研究员（大数据方向）,25k-45k,算法,AI独角兽；弹性工作；餐补；扁平管理；,2020-04-23
B轮,"移动互联网,文娱丨内容",小影APP,150-500人,硕士,3-5年,6994461,高级视觉算法工程师(8NKK1),20k-40k,算法,"下午茶, 六险一金, 团队氛围好, 餐补",2020-04-23
B轮,"移动互联网,文娱丨内容",小影APP,150-500人,硕士,3-5年,6994283,AI音视频算法工程师(RM5K1),20k-40k,算法,"下午茶, 六险一金, 五险一金, 餐补",2020-04-23
C轮,人工智能,商汤科技,2000人以上,本科,1-3年,6979427,算法开发工程师,20k-40k,算法,AI独角兽；弹性工作；餐补；扁平管理；,2020-04-23
D轮及以上,"移动互联网,数据服务",捷通华声,150-500人,硕士,不限,6092109,NLP算法工程师,20k-40k,算法,技术导向；扁平化管理；发展空间大,2020-04-23
D轮及以上,"移动互联网,数据服务",捷通华声,150-500人,硕士,1-3年,6058208,语音识别算法工程师（ASR）,20k-40k,算法,五险一金；周末双休；发展空间大；技术导向,2020-04-23
未融资,电商,凯儿得乐,150-500人,硕士,不限,6938218,高级算法工程师,18k-30k,算法,五险一金 父母养老金 通讯补贴 年终奖,2020-04-23
A轮,人工智能,智加科技,50-150人,硕士,不限,5937307,感知算法工程师-北京-00017,25k-50k,算法,弹性工作制 优厚的薪酬 风口行业,2020-04-23
不需要融资,游戏,西山居游戏,2000人以上,本科,不限,6852619,算法工程师,15k-30k,算法,六险一金、免费三餐、平台空间大,2020-04-23
B轮,数据服务,青藤云安全,150-500人,硕士,3-5年,7056524,机器学习算法工程师,25k-50k,算法,股票期权,2020-04-23
B轮,"人工智能,医疗丨健康",冰洲石生物科技（上海）有限公司,15-50人,本科,不限,6189072,算法工程师,16k-30k,算法,有竞争力的薪资福利，学习成长空间大,2020-04-23
未融资,"电商,其他",森焱国际供应链管理,50-150人,本科,不限,6962784,AI数据运营工程师（数据挖掘 算法）,14k-18k,算法,业务数据量达亿级 年终奖4个月,2020-04-23
D轮及以上,文娱丨内容,一点资讯,500-2000人,硕士,应届毕业生,6420260,2020校招-广告算法工程师,15k-30k,算法,"团队大牛多,工作氛围好,技术驱动",2020-04-23
A轮,移动互联网,创新奇智,150-500人,博士,应届毕业生,6856515,图像算法工程师,22k-33k,算法,任性餐补 无限量水果零食,2020-04-23
上市公司,"移动互联网,金融",有鱼智能科技,150-500人,本科,应届毕业生,6263072,算法实习生（机器学习方向）,4k-7k,算法,上市公司、极客文化、牛人多、补贴高,2020-04-23
不需要融资,"硬件,人工智能",KUS武汉研发中心,15-50人,硕士,1-3年,6374110,深度学习算法工程师,15k-30k,算法,五险一金 发展空间大 带薪年假,2020-04-23
A轮,信息安全,光子瑞利,15-50人,本科,应届毕业生,7056555,初级算法工程师,6k-8k,算法,五险一金 、公司重点项目，工作居住证,2020-04-23
D轮及以上,文娱丨内容,一点资讯,500-2000人,本科,应届毕业生,7029469,算法工程师,20k-30k,算法,"精英团队,发展空间大,工作氛围好",2020-04-23
不需要融资,"电商,企业服务",稿定科技,150-500人,本科,应届毕业生,6995452,图像算法实习生,6k-8k,算法,行业大牛带你飞；海景办公楼；弹性上班,2020-04-23
D轮及以上,汽车丨出行,嘀嗒出行,150-500人,本科,3-5年,5258739,Java开发（算法组）,10k-18k,算法,"Java,Nodej",2020-04-23
上市公司,"移动互联网,企业服务",前程无忧,500-2000人,不限,3-5年,7051773,视频算法工程师,40k-60k,算法,国企 年终奖多,2020-04-23
不需要融资,"移动互联网,教育",粉笔网,150-500人,硕士,1-3年,6919324,NLP算法工程师,25k-45k,算法,"技术大牛多,福利待遇好",2020-04-23
上市公司,文娱丨内容,趣头条,500-2000人,硕士,3-5年,6177187,算法专家,40k-80k,算法,大平台,2020-04-23
上市公司,文娱丨内容,趣头条,500-2000人,本科,不限,6257758,nlp算法,30k-60k,算法,15薪,2020-04-23
天使轮,"企业服务,数据服务",深度好奇,15-50人,硕士,不限,3065614,深度学习/自然语言处理算法工程师,20k-40k,算法,"快速晋升,扁平管理,股票期权,年终奖",2020-04-23
不需要融资,通讯电子,华为技术有限公司,2000人以上,硕士,5-10年,7050715,机器人控制与算法（电控与软件开发）,22k-25k,算法,发展前景好，福利待遇丰富,2020-04-23
A轮,"移动互联网,电商",海深科技,15-50人,硕士,1年以下,7047348,计算机视觉算法工程师,15k-28k,算法,年底多薪 发展空间大 福利好 待遇优厚,2020-04-23
天使轮,"企业服务,数据服务",深度好奇,15-50人,硕士,不限,6929421,深度学习/自然语言处理算法实习工程师,4k-7k,算法,五险一金，年底13薪，周末双休，零食供应,2020-04-23
不需要融资,消费生活,蓝月亮,2000人以上,本科,3-5年,6797044,AI产品经理-图像算法方向,13k-18k,算法,"周末双休,福利好,五险一金",2020-04-23
不需要融资,消费生活,蓝月亮,2000人以上,本科,3-5年,5817666,算法工程（NLP方向）,22k-35k,算法,"五险一金,免费班车,免费宿舍,发展空间大",2020-04-23
上市公司,教育,成都佳发,500-2000人,本科,3-5年,6400649,AI算法工程师（机考）,13k-25k,算法,"周末双休,带薪年假,六险一金,节日福利",2020-04-23
上市公司,移动互联网,安居客,500-2000人,本科,1-3年,6944111,推荐算法/数据挖掘/广告算法工程师,20k-40k,算法,绩效奖金 弹性工时 免费班车 综合补助,2020-04-23
不需要融资,"电商,数据服务",光云科技,500-2000人,本科,1-3年,6992775,高级算法工程师,18k-25k,算法,"六险一金,包餐,朝九晚六,双休",2020-04-23
上市公司,教育,好未来,2000人以上,本科,3-5年,6999862,算法工程师,20k-40k,算法,大平台、好福利、大牛云集,2020-04-23
未融资,数据服务、软件开发,中沃名霆,50-150人,本科,不限,7042689,图像算法,25k-45k,算法,带薪年假，16薪,2020-04-23
不需要融资,移动互联网,中移互联网,500-2000人,本科,3-5年,6982776,高级算法工程师,15k-25k,算法,国企 资源多 稳定 福利好,2020-04-23
A轮,"数据服务,企业服务",谷露软件,50-150人,本科,不限,6797896,搜索/推荐算法工程师G00323,20k-40k,算法,公司氛围好，成长空间大,2020-04-23
上市公司,文娱丨内容,新浪网,2000人以上,硕士,5-10年,5942792,推荐算法专家,50k-80k,算法,核心业务,2020-04-23
不需要融资,人工智能,广州市普天数码科技有限公司,50-150人,本科,3-5年,6731410,数据挖掘算法,25k-45k,算法,1.态势发展稳健 核心研发实力雄厚,2020-04-23
不需要融资,人工智能,广州市普天数码科技有限公司,50-150人,不限,不限,6769349,推荐算法,40k-55k,算法,1.态势发展稳健 核心研发实力雄厚,2020-04-23
D轮及以上,数据服务,星环科技,500-2000人,硕士,不限,6473367,CV算法工程师 (MJ000043),20k-40k,算法,弹性工作制 发展前景好,2020-04-23
D轮及以上,数据服务,星环科技,500-2000人,硕士,1-3年,6473313,NLP算法工程师 (MJ000042),20k-40k,算法,弹性工作制 发展前景好,2020-04-23
不需要融资,"移动互联网,文娱丨内容",韩创科技,500-2000人,本科,3-5年,6103916,搜索算法专家,25k-40k,算法,五险一金，职业晋升，相关培训，周末双休,2020-04-23
C轮,"移动互联网,电商",省钱快报,150-500人,本科,1-3年,7030908,算法工程师,20k-40k,算法,成长空间、技能提升、工作餐,2020-04-23
C轮,"电商,移动互联网",SHEIN,2000人以上,硕士,不限,6591287,算法工程师 (MJ001471),30k-60k,算法,大平台 供应链系统 福利好,2020-04-23
A轮,"移动互联网,电商",掌上先机-旺店通ERP,500-2000人,硕士,1年以下,6772550,算法工程师,15k-25k,算法,落户机会，股票期权，年底双薪，多次调薪,2020-04-23
未融资,"社交,区块链",秘乐魔方,50-150人,本科,5-10年,6798527,推荐算法专家,28k-38k,算法,弹性上班 团队年轻 老板nice,2020-04-23
不需要融资,社交,新萌网络,500-2000人,本科,1-3年,6844774,DSP广告算法工程师,20k-40k,算法,"发展平台,扁平化,晋升机会,福利待遇",2020-04-23
上市公司,电商,中通快递,2000人以上,本科,3-5年,6756829,算法工程师,25k-50k,算法,大平台 晋升快 技术驱动,2020-04-23
不需要融资,"企业服务,数据服务",联合信用征信,500-2000人,本科,不限,6813999,推荐算法专家,20k-40k,算法,国企背景 稳定可靠,2020-04-23
未融资,硬件,DJI大疆创新,2000人以上,本科,1-3年,7009953,机器学习算法工程师（智能驾驶方向）,25k-50k,算法,发展前景好，技术氛围浓，技术大牛多,2020-04-23
上市公司,"企业服务,数据服务",国研网,150-500人,本科,3-5年,6774466,高级算法工程师,18k-30k,算法,"超长年假,弹性工作,定期体检,六险一金",2020-04-23
D轮及以上,"移动互联网,游戏",唱吧-玩音乐，就上唱吧！,150-500人,硕士,不限,6849644,人工智能算法工程师,15k-25k,算法,年终奖 福利好 弹性工作时间,2020-04-23
上市公司,硬件,美的集团IT,2000人以上,不限,3-5年,6524441,算法工程师-语音方向,15k-25k,算法,"工作氛围好,发展空间大,管理规范,技术驱",2020-04-23
A轮,"移动互联网,信息安全",北京睿企信息科技有限公司,50-150人,本科,1-3年,5545242,算法开发工程师（NLP方向）,20k-30k,算法,六险一金 ；定期体检；扁平管理；定期团建,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,本科,3-5年,6908074,AI算法质量工程师,20k-40k,算法,"产品超赞,大牛团队,核心业务,薪酬福利好",2020-04-23
上市公司,社交,腾讯,2000人以上,本科,3-5年,4870745,SA-腾讯社交广告算法工程师（微信广告 深圳）,18k-36k,算法,鹅厂福利,2020-04-23
上市公司,信息安全,360,2000人以上,本科,3-5年,6857008,数据挖掘算法工程师,20k-40k,算法,弹性工作时间，福利好，名企,2020-04-23
上市公司,社交,腾讯,2000人以上,硕士,3-5年,5292432,视频AI算法研究员,20k-40k,算法,发展空间大，行业前景广阔，公司福利靠谱,2020-04-23
B轮,工具,茄子快传,150-500人,本科,3-5年,7034244,广告算法,30k-60k,算法,薪资open可谈,2020-04-23
不需要融资,"移动互联网,企业服务",未来科技城,50-150人,硕士,3-5年,7049552,建模算法工程师,13k-25k,算法,六险一金、14-16薪、周末双休,2020-04-23
B轮,数据服务,袋鼠云,150-500人,不限,3-5年,6978671,算法工程师（数据挖掘） (MJ000251),10k-20k,算法,大数据；云计算；双休；餐补,2020-04-23
上市公司,"移动互联网,硬件",NIO蔚来,2000人以上,本科,3-5年,6880551,资深算法工程师,30k-50k,算法,五险一金；股票期权；定期体检；带薪年假,2020-04-23
上市公司,社交,腾讯,2000人以上,本科,5-10年,6802972,M12-广告算法高级研究员,30k-60k,算法,大牛云集 福利待遇 团队氛围 发展空间,2020-04-23
不需要融资,金融,泰康保险集团,2000人以上,硕士,3-5年,6728007,图像（人脸、OCR）识别算法工程师,40k-60k,算法,年终奖丰厚硕士博士占比高千万级项目多,2020-04-23
不需要融资,金融,泰康保险集团,2000人以上,硕士,3-5年,6728017,视频分析算法工程师,40k-60k,算法,年终奖丰厚硕士博士占比高千万级项目多,2020-04-23
C轮,"企业服务,数据服务",成都晓多科技有限公司,500-2000人,本科,1-3年,5158746,算法研发工程师（初中高级）,25k-50k,算法,"人工智能,前景广阔,技术氛围",2020-04-23
C轮,移动互联网,问卷网@爱调研,150-500人,硕士,3-5年,6954871,NLP算法工程师,18k-25k,算法,发展空间领导nice能力提升主人翁角色,2020-04-23
不需要融资,移动互联网,橙智科技,15-50人,不限,3-5年,6748561,算法工程师,18k-36k,算法,能源互联网独角兽，高速发展，业绩分红,2020-04-23
不需要融资,"移动互联网,文娱丨内容",韩创科技,500-2000人,大专,3-5年,6827435,搜索推荐算法,28k-35k,算法,五险一金 周末双休 团队nice,2020-04-23
不需要融资,金融,和讯网,150-500人,不限,1-3年,5229346,算法工程师(000980),20k-40k,算法,"弹性工作,技术驱动,福利待遇好",2020-04-23
A轮,"移动互联网,社交",牛咖,150-500人,硕士,5-10年,6486094,推荐算法专家,75k-150k,算法,"领导逗比,氛围欢乐,扁平结构,绩效奖金",2020-04-23
不需要融资,"企业服务,电商",中煤信息,50-150人,硕士,3-5年,6662744,算法工程师,8k-15k,算法,新设西安中心，职位晋升快；项目奖金,2020-04-23
不需要融资,移动互联网,苏小研,500-2000人,本科,5-10年,6895355,高级AI算法架构师(J10825),20k-30k,算法,五险一金、交通补贴、餐饮补贴、通讯补贴,2020-04-23
不需要融资,移动互联网,苏小研,500-2000人,本科,3-5年,6895051,软件开发工程师 （数据算法）(J10516),20k-30k,算法,五险一金、交通补贴、餐饮补贴、通讯补贴,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,本科,3-5年,6894034,算法工程师/专家 -【AI算法质量平台】,20k-40k,机器学习,"产品超赞,大牛团队,核心业务,薪酬福利好",2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,本科,3-5年,6908154,高级服务端开发工程师及专家-【AI算法实验平台】,20k-40k,机器学习,"产品超赞,大牛团队,核心业务,薪酬福利好",2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,1-3年,6855178,AI-Lab 计算机视觉算法工程师-视觉推荐方向,20k-40k,机器学习,"扁平管理,免费三餐,租房补贴",2020-04-23
D轮及以上,"移动互联网,文娱丨内容",虎扑,500-2000人,不限,3-5年,6749052,【识货】推荐算法专家/工程师,25k-50k,机器学习,发展空间广阔、晋升完善、地铁周边、大平台,2020-04-23
上市公司,信息安全,360,2000人以上,本科,3-5年,6800821,推荐算法专家／算法工程师,30k-50k,机器学习,弹性工作时间，福利好，名企,2020-04-23
上市公司,文娱丨内容,阅文集团,500-2000人,硕士,3-5年,6268653,推荐搜索算法高级工程师,20k-30k,机器学习,"Top团队,发展快,福利好,环境佳",2020-04-23
上市公司,旅游,同程艺龙,2000人以上,本科,5-10年,7005553,算法产品专家（推荐 or 搜索算法方向）,35k-60k,机器学习,节日福利、丰厚年终奖、通讯补贴、商业保险,2020-04-23
A轮,"移动互联网,文娱丨内容",玩加电竞,50-150人,本科,1-3年,3028089,机器学习算法工程师,15k-30k,机器学习,"五险一金,弹性工作",2020-04-23
未融资,"移动互联网,游戏",武汉掌中宝,150-500人,硕士,3-5年,4116160,机器学习算法工程师,15k-25k,机器学习,"项目前景好,公司氛围好,高薪",2020-04-23
A轮,"移动互联网,区块链",巴比特,50-150人,本科,1-3年,5916020,机器学习算法工程师,30k-60k,机器学习,"行业领先,福利丰厚,扁平管理,技术牛",2020-04-23
B轮,"企业服务,硬件",梅卡曼德,150-500人,本科,不限,6976677,机器学习算法工程师,18k-35k,机器学习,人工智能，知名风投，五险一金,2020-04-23
上市公司,"电商,移动互联网",拼多多,2000人以上,本科,3-5年,4873326,机器学习算法工程师,30k-50k,机器学习,"Top薪资,快速发展,扁平化管理",2020-04-23
B轮,医疗丨健康,BaseBit AI 翼方健数,50-150人,本科,1-3年,6806426,机器学习算法工程师,12k-20k,机器学习,发展快速；晋升空间；股权激励,2020-04-23
未融资,数据服务、人工智能,国蓝中天,50-150人,硕士,1-3年,6104494,机器学习算法工程师,10k-20k,机器学习,福利待遇 发展前景 工作环境,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,硕士,3-5年,5676967,计算机视觉算法工程师,30k-60k,机器学习,提供午餐晚餐、下午茶，住房补贴等。,2020-04-23
